"model","ssp","region","pop_weight","population_unit","gdp_unit","gdp_per_capita_unit","year","pop","gdp","gdp_per_capita","growth_pop","growth_gdp_per_capita","mean_growth_pop","mean_growth_gdp_per_capita"
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2010,314.242013,12927.03013,41137.1796106716,NA,NA,0.0,0.0
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2015,324.4416856,14001.6602,43156.168955620786,0.6408926546876748,0.9628669547822044,0.0,0.0
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2020,332.6425053,15403.36748,46306.071035955494,0.5004991543788861,1.4189266131214184,0.6408926546876748,0.9628669547822044
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2025,338.1443135,16506.78354,48815.79515309519,0.32862703315221786,1.0612083997865174,0.5004991543788861,1.4189266131214184
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2030,341.2563983,17309.55271,50723.01294929303,0.18339453329900834,0.7694608569325023,0.32862703315221786,1.0612083997865174
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2035,342.7987021,18059.27133,52681.85445093025,0.09022677235053234,0.7607061087353983,0.18339453329900834,0.7694608569325023
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2040,342.798313,18670.79688,54465.83653403218,-2.2701379809308975e-5,0.668274537531488,0.09022677235053234,0.7607061087353983
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2045,341.1277453,19119.50485,56047.932522127805,-0.09765705833622018,0.5743151018117842,-2.2701379809308975e-5,0.668274537531488
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2050,338.0485414,19322.92323,57160.20294001482,-0.1811862191943403,0.39378612643492517,-0.09765705833622018,0.5743151018117842
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2055,334.1994376,19428.7183,58135.10172106885,-0.2287692323313495,0.33880742760274973,-0.1811862191943403,0.39378612643492517
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2060,329.8449476,19469.57652,59026.45064495752,-0.26196118227214127,0.30478387647261407,-0.2287692323313495,0.33880742760274973
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2065,324.8352575,19497.38824,60022.38916445208,-0.30562270952477766,0.33520026180635654,-0.26196118227214127,0.30478387647261407
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2070,318.9827704,19335.57874,60616.373466671736,-0.36296097384675985,0.19714207879444334,-0.30562270952477766,0.33520026180635654
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2075,312.1412904,18988.4405,60832.83783336343,-0.4326842306673129,0.07131928644827923,-0.36296097384675985,0.19714207879444334
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2080,304.2080229,18686.67517,61427.29238979582,-0.5135604639040614,0.19467922918074976,-0.4326842306673129,0.07131928644827923
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2085,295.3594522,18320.84039,62028.9625185051,-0.5886338546032488,0.19513364862637772,-0.5135604639040614,0.19467922918074976
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2090,285.86377,17928.87445,62718.24670191679,-0.6514235363632936,0.2212645879151598,-0.5886338546032488,0.19513364862637772
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2095,275.8632327,17531.25643,63550.53646842875,-0.7096730325458211,0.26400824947030443,-0.6514235363632936,0.2212645879151598
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2100,265.4410583,17052.69446,64242.8664548464,-0.7672891084280042,0.21693998293745853,-0.7096730325458211,0.26400824947030443
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2101,263.42017962791874,16959.27751075253,64381.08703254066,-0.7613285921265713,0.21515319182000245,-0.7672891084280042,0.21693998293745853
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2102,261.4300886610733,16867.02039403801,64518.282805254974,-0.7554815920543628,0.21309949713178078,-0.7613285921265713,0.21515319182000245
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2103,259.47020107616135,16775.905666545677,64654.45972973793,-0.7496794247936778,0.2110671867910797,-0.7554815920543628,0.21309949713178078
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2104,257.53994563711814,16685.91588837234,64789.622623759176,-0.7439218187820503,0.2090542471257934,-0.7496794247936778,0.2110671867910797
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2105,255.63876404341136,16597.03394147325,64923.776343461046,-0.7382084317069797,0.20706050486034397,-0.7439218187820503,0.2090542471257934
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2106,253.7661105920552,16509.24302087778,65056.92577452714,-0.7325389239631042,0.2050857768372794,-0.7382084317069797,0.20706050486034397
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2107,251.92145184974513,16422.526628064195,65189.075830902926,-0.7269129585531784,0.20312988171896557,-0.7325389239631042,0.2050857768372794
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2108,250.10426633458363,16336.868564480656,65320.23145349139,-0.7213302010681263,0.20119263989671562,-0.7269129585531784,0.20312988171896557
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2109,248.31404420708608,16252.252925220664,65450.39760887144,-0.7157903196671641,0.19927387347476677,-0.7213302010681263,0.20119263989671562
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2110,246.55028697016917,16168.664092848932,65579.57928803882,-0.7102929850580751,0.19737340625394123,-0.7157903196671641,0.19927387347476677
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2111,244.81250717783212,16086.086731373642,65707.78150516913,-0.7048378704776369,0.19549106371546593,-0.7102929850580751,0.19737340625394123
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2112,243.1002281522536,16004.50578036129,65835.00929640295,-0.6994246516721981,0.1936266730049466,-0.7048378704776369,0.19549106371546593
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2113,241.4129837090346,15923.906449190366,65961.26771865267,-0.6940530068784051,0.19178006291649463,-0.6994246516721981,0.1936266730049466
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2114,239.75031789032897,15844.27421144022,66086.56184843101,-0.6887226168040756,0.18995106387700536,-0.6940530068784051,0.19178006291649463
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2115,238.1117847056104,15765.594799411643,66210.8967807009,-0.6834331646092208,0.18813950793058623,-0.6887226168040756,0.18995106387700536
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2116,236.49694787983543,15687.854198775707,66334.27762774655,-0.678184335887211,0.18634522872313355,-0.6834331646092208,0.18813950793058623
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2117,234.90538060876813,15611.038643347523,66456.70951806552,-0.6729758186460889,0.18456806148705635,-0.678184335887211,0.18634522872313355
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2118,233.33666532124155,15535.134609981722,66578.19759528164,-0.6678073032900228,0.18280784302614567,-0.6729758186460889,0.18456806148705635
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2119,231.7903934481392,15460.1288135865,66698.74701707839,-0.6626784826009058,0.18106441170058857,-0.6678073032900228,0.18280784302614567
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2120,230.26616519788527,15386.008202253182,66818.36295415269,-0.6575890517200935,0.17933760741212473,-0.6626784826009058,0.18106441170058857
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2121,228.76358933824184,15312.75995249831,66937.05058918882,-0.6525387081302838,0.17762727158934472,-0.6575890517200935,0.17933760741212473
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2122,227.28228298421612,15240.371464615431,67054.8151158523,-0.6475271516375348,0.17593324717312855,-0.6525387081302838,0.17762727158934472
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2123,225.82187139188937,15168.830358133742,67171.66173780344,-0.6425540843534214,0.17425537860222298,-0.6475271516375348,0.17593324717312855
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2124,224.3819877579836,15098.124467380838,67287.59566773042,-0.6376192106773286,0.17259351179895635,-0.6425540843534214,0.17425537860222298
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2125,222.96227302499048,15028.24183714702,67402.62212640162,-0.632722237278881,0.1709474941550899,-0.6376192106773286,0.17259351179895635
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2126,221.56237569169016,14959.170718448471,67516.74634173696,-0.6278628730805068,0.1693171745178036,-0.632722237278881,0.1709474941550899
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2127,220.1819516288965,14890.899564386864,67629.97354789816,-0.6230408292401368,0.16770240317581617,-0.6278628730805068,0.1693171745178036
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2128,218.82066390026796,14823.417026102974,67742.30898439762,-0.6182558191340348,0.16610303184563693,-0.6230408292401368,0.16770240317581617
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2129,217.47818258803056,14756.711948821883,67853.75789522556,-0.6135075583397612,0.16451891365794916,-0.6182558191340348,0.16610303184563693
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2130,216.1541846234637,14690.77336798752,67964.32552799548,-0.6087957646192662,0.16294990314412305,-0.6135075583397612,0.16451891365794916
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2131,214.8483536220044,14625.590505484255,68074.01713310747,-0.604120157902114,0.1613958562228576,-0.6087957646192662,0.16294990314412305
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2132,213.5603797228312,14561.15276594346,68182.83796292933,-0.5994804602688353,0.15985663018694954,-0.604120157902114,0.1613958562228576
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2133,212.2899594327922,14497.449733132757,68290.79327099514,-0.5948763959344072,0.15833208369018864,-0.5994804602688353,0.15985663018694954
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2134,211.0367954745474,14434.4711664261,68397.88831122109,-0.5903076912318611,0.1568220767343781,-0.5948763959344072,0.15833208369018864
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2135,209.8005966387993,14372.20699735253,68504.12833713848,-0.5857740745960155,0.1553264706564784,-0.5903076912318611,0.1568220767343781
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2136,208.5810776404892,14310.647326221682,68609.51860114341,-0.5812752765473339,0.15384512811587417,-0.5857740745960155,0.1553264706564784
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2137,207.37795897884197,14249.782418824228,68714.06435376327,-0.5768110296759076,0.1523779130817621,-0.5812752765473339,0.15384512811587417
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2138,206.190966801145,14189.602703205344,68817.7708429395,-0.5723810686255596,0.1509246908206594,-0.5768110296759076,0.1523779130817621
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2139,205.0198327701503,14130.098766509383,68920.64331332655,-0.5679851300780729,0.14948532788403135,-0.5723810686255596,0.1509246908206594
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2140,203.8642939349936,14071.261351894102,69022.68700560687,-0.5636229527375383,0.14805969209603664,-0.5679851300780729,0.14948532788403135
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2141,202.7240926055269,14013.08135551262,69123.9071558216,-0.5592942773148227,0.14664765254138992,-0.5636229527375383,0.14805969209603664
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2142,201.598976229964,13955.54982356158,69224.30899471673,-0.5549988465121571,0.14524907955333982,-0.5592942773148227,0.14664765254138992
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2143,200.48869727574248,13898.65794939381,69323.89774710475,-0.5507364050078427,0.14386384470176178,-0.5549988465121571,0.14524907955333982
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2144,199.3930131135084,13842.397070693958,69422.67863124122,-0.5465066994410747,0.14249182078136433,-0.5507364050078427,0.14386384470176178
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2145,198.3116859041327,13786.758666715568,69520.65685821624,-0.5423094783968819,0.141132881800008,-0.5465066994410747,0.14249182078136433
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2146,197.2444824886715,13731.734355578114,69617.83763136076,-0.5381444923911834,0.13978690296713545,-0.5423094783968819,0.141132881800008
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2147,196.1911742811853,13677.315891622537,69714.22614566708,-0.5340114938559583,0.13845376068231202,-0.5381444923911834,0.13978690296713545
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2148,195.15153716433448,13623.495162823898,69809.82758722386,-0.5299102371245307,0.13713333252387572,-0.5340114938559583,0.13845376068231202
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2149,194.1253513876715,13570.26418825977,69904.64713266498,-0.5258404784169669,0.1358254972376951,-0.5299102371245307,0.13713333252387572
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2150,193.11240146855224,13517.615115632996,69998.68994863231,-0.5218019758255856,0.1345301347260347,-0.5258404784169669,0.1358254972376951
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2151,192.1124760955921,13465.540218847582,70091.96119125208,-0.5177944893005781,0.13324712603652655,-0.5218019758255856,0.1345301347260347
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2152,191.12536803459335,13414.03189563642,70184.46600562466,-0.5138177806357401,0.1319763533512468,-0.5177944893005781,0.13324712603652655
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2153,190.15087403687488,13363.082665239594,70276.20952532759,-0.5098716134543124,0.13071769997589655,-0.5138177806357401,0.1319763533512468
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2154,189.18879474993489,13312.685166132103,70367.19687193149,-0.5059557531949311,0.12947105032908593,-0.5098716134543124,0.13071769997589655
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2155,188.23893463038135,13262.832153799847,70457.433154529,-0.5020699670976847,0.12823628993172034,-0.5059557531949311,0.12947105032908593
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2156,187.3011018590664,13213.516498562649,70546.9234692761,-0.49821402419027894,0.12701330539648786,-0.5020699670976847,0.12823628993172034
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2157,186.375108258362,13164.731183443291,70635.67289894591,-0.49438769527430776,0.12580198441744694,-0.49821402419027894,0.12701330539648786
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2158,185.46076921151743,13116.4693020815,70723.68651249478,-0.49059075291162957,0.1246022157597135,-0.49438769527430776,0.12580198441744694
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2159,184.5579035840405,13068.724056691726,70810.96936464029,-0.48682297141084846,0.12341388924924622,-0.49059075291162957,0.1246022157597135
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2160,183.6663336470455,13021.488756063773,70897.52649545112,-0.4830841268138989,0.12223689576272936,-0.48682297141084846,0.12341388924924622
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2161,182.78588500251365,12974.756813605263,70983.36292994853,-0.4793739968827335,0.12107112721755202,-0.4830841268138989,0.12223689576272936
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2162,181.91638651041305,12928.52174542496,71068.48367771927,-0.47569236108611346,0.11991647656188294,-0.4793739968827335,0.12107112721755202
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2163,181.05767021762625,12882.777168455985,71152.89373253974,-0.47203900058649967,0.11877283776484009,-0.47569236108611346,0.11991647656188294
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2164,180.2095712886361,12837.516798618031,71236.59807201127,-0.4684136982270453,0.11764010580675381,-0.47203900058649967,0.11877283776484009
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2165,179.37192793792164,12792.734449017664,71319.60165720618,-0.46481623851868786,0.11651817666952302,-0.4684136982270453,0.11764010580675381
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2166,178.5445813640161,12748.424028185784,71401.90943232458,-0.46124640762734037,0.11540694732706319,-0.46481623851868786,0.11651817666952302
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2167,177.727375685183,12704.579538351503,71483.52632436171,-0.457703993361181,0.11430631573584561,-0.46124640762734037,0.11540694732706319
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2168,176.9201578766652,12661.19507375148,71564.45724278557,-0.4541887851580404,0.11321618082552674,-0.457703993361181,0.11430631573584561
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2169,176.12277770946443,12618.26481897398,71644.70707922467,-0.4507005740728858,0.112136442489667,-0.4541887851580404,0.11321618082552674
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2170,175.33508769060973,12575.783047336834,71724.28070716586,-0.44723915276540116,0.11106700157653805,-0.4507005740728858,0.112136442489667
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2171,174.5569430048747,12533.74411929854,71803.18298166187,-0.443804315487663,0.11000775988001772,-0.44723915276540116,0.11106700157653805
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2172,173.7882014579043,12492.142480901744,71881.41873904852,-0.4403958580719105,0.10895862013057188,-0.443804315487663,0.11000775988001772
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2173,173.02872342071308,12450.972662248334,71958.99279667137,-0.43701357791840983,0.10791948598632214,-0.4403958580719105,0.10895862013057188
