"model","ssp","region","pop_weight","population_unit","gdp_unit","gdp_per_capita_unit","year","pop","gdp","gdp_per_capita","growth_pop","growth_gdp_per_capita","mean_growth_pop","mean_growth_gdp_per_capita"
"PIK GDP-32","SSP4","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2010,314.242013,12927.03013,41137.1796106716,NA,NA,0.0,0.0
"PIK GDP-32","SSP4","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2015,325.9023098,14268.55418,43781.69086545087,0.7313462122338743,1.2538635153469535,0.0,0.0
"PIK GDP-32","SSP4","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2020,337.3711782,16164.47176,47913.01926336279,0.6941193174138105,1.8197911214117957,0.7313462122338743,1.2538635153469535
"PIK GDP-32","SSP4","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2025,348.103534,17982.47794,51658.418210715434,0.6282895864737625,1.5167049678795452,0.6941193174138105,1.8197911214117957
"PIK GDP-32","SSP4","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2030,357.2901937,19648.00641,54991.73152929442,0.522326836374365,1.2584460224981164,0.6282895864737625,1.5167049678795452
"PIK GDP-32","SSP4","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2035,365.486677,21433.16834,58642.81706772037,0.4546606191849989,1.293945115851014,0.522326836374365,1.2584460224981164
"PIK GDP-32","SSP4","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2040,372.4369327,23235.55229,62387.88436354234,0.37746838839542995,1.2458164208331235,0.4546606191849989,1.293945115851014
"PIK GDP-32","SSP4","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2045,377.8988961,24997.51709,66148.69042481968,0.2916038174170188,1.1775592288579384,0.37746838839542995,1.2458164208331235
"PIK GDP-32","SSP4","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2050,382.0661968,26554.38495,69502.05271339514,0.2195846234463117,0.9939308904180821,0.2916038174170188,1.1775592288579384
"PIK GDP-32","SSP4","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2055,385.6127224,28038.8261,72712.39892058085,0.18496429475380882,0.9072029970322637,0.2195846234463117,0.9939308904180821
"PIK GDP-32","SSP4","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2060,388.7193219,29499.87128,75889.90209133207,0.16060863142688397,0.8591035776871481,0.18496429475380882,0.9072029970322637
"PIK GDP-32","SSP4","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2065,390.9203397,30995.63879,79288.88738249503,0.11298896034768191,0.8801376672404659,0.16060863142688397,0.8591035776871481
